comentario,codigo_semestre,nombre_curso,tipo,topico,semstre_malla,seccion,codigo,semestre,Departamento
"sin duda uno de los mejores profesores, siempre preocupado de nuestro aprendizaje y bienestar, realizando constantemente horarios de consultas previos a controles e incluso ayudando a reforzar álgebra. Un agrado tener cátedras con este profesor!",MA1001-1 - Otoño 2023,Introducción al Cálculo,1,Atención y Disposición Docente,1,1,MA1001, Otoño 2023,Departamento de ingenieria matematica
inspira física,FI1000-9 - Otoño 2023,Introducción a la Física Clásica,1,Otros,1,9,FI1000, Otoño 2023,Departamento de fisica
a veces llegaba tarde,FI1000-9 - Otoño 2023,Introducción a la Física Clásica,0,Estilo de Enseñanza y Dinámica de Clases,1,9,FI1000, Otoño 2023,Departamento de fisica
"Es un buen docente, tiene mucho conocimiento y explica de buena manera. Además, su letra es muy legible y se preocupa de que sea grande para que todos puedan verla. 

Siempre responde dudas y va relacionando la materia con aplicaciones de ella en el día a día.",MA2001-5 - Otoño 2023,Cálculo en Varias Variables,1,Calidad de la Enseñanza,3,5,MA2001, Otoño 2023,Departamento de ingenieria matematica
muy bueno el auxiliar.,MA1001-10 - Otoño 2023,Introducción al Cálculo,1,Reconocimiento a Profesores y Auxiliares,1,10,MA1001, Otoño 2023,Departamento de ingenieria matematica
Explica bien y es motivado con la materia y el curso,FI1000-10 - Otoño 2023,Introducción a la Física Clásica,1,Calidad de la Enseñanza,1,10,FI1000, Otoño 2023,Departamento de fisica
"Profesor muy organizado junto al auxiliar, se agradece para esta materia, además alcanzamos a ver todo el material. Se notaba la preocupación tanto porque entendieramos y otros aspectos como nuestra situación personal emocional.",MA1001-10 - Otoño 2023,Introducción al Cálculo,1,Calidad de la Enseñanza,1,10,MA1001, Otoño 2023,Departamento de ingenieria matematica
En la encuesta anterior comenté lo mismo y es la cantidad de actividades que deberían realizarse en clases y en todo el semestre que yo recuerde nadie terminaba todo en el horario correspondiente y siempre extendían el plazo de entrega,CD1100-5 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,0,Gestión de Actividades y Evaluaciones,1,5,CD1100, Otoño 2023,Area de innovacion
Que Christan Renuncie Gracias,CD1100-7 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,0,Otros,1,7,CD1100, Otoño 2023,Area de innovacion
"Que estén presente para los alumnos, que den un feedback de como van nuestras notas y el desarrollo del curso, nunca supe ninguna nota hasta el final del semestre, muy descoordinado esta sección.",CD2201-2 - Otoño 2023,Módulo Interdisciplinario,0,Experiencia y Organización del Curso,4,2,CD2201, Otoño 2023,Area de innovacion
"Muy buenos explicando, y preocupados de enseñar la materia",IQ2211-3 - Otoño 2023,Química,1,Experiencia Educativa,3,3,IQ2211, Otoño 2023,Departamento de ingenieria quimica
muy simpatica y con buena disposición,BT1211-2 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,1,Calidad de la Enseñanza,1,2,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
"Enrique es un genio! super comprometido con nosotros, nos ayudó siempre",FI2004-1 - Otoño 2023,Termodinámica,1,Experiencia Educativa,4,1,FI2004, Otoño 2023,Departamento de fisica
Siento que aprendi bastante de mecanica,FI2001-4 - Otoño 2023,Mecánica,1,Reconocimiento a Profesores y Auxiliares,3,4,FI2001, Otoño 2023,Departamento de fisica
Usa material de apoyo,MA1001-4 - Otoño 2023,Introducción al Cálculo,1,Calidad de la Enseñanza,1,4,MA1001, Otoño 2023,Departamento de ingenieria matematica
Quizas ser mas calmo a la hora de pasar la materia ya que si bien se entiende falta consolidar informacion,MA1001-8 - Otoño 2023,Introducción al Cálculo,0,Estilo de Enseñanza y Dinámica de Clases,1,8,MA1001, Otoño 2023,Departamento de ingenieria matematica
"Entregaron las notas de todo muy tarde, eran 12 laboratorios y al momento de la última clase todavía no se nos daba la nota de 5 de ellas.",CC1000-19 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,0,Atención y Disposición Docente,1,19,CC1000, Otoño 2023,Departamento ciencias de la computación
"Ambas docentes lograron un clima de confianza y sano aprendizaje donde las y los estudiantes pueden equivocarse y dar su opinión. Se agradece la disposición para poder volver a explicar conceptos, desarrollos y resultados de la materia vista en clases. El material digital proporcionado fue de gran ayuda para poder volver a repasar los contenido vistos en clase.",IQ2211-2 - Otoño 2023,Química,1,Calidad de la Enseñanza,3,2,IQ2211, Otoño 2023,Departamento de ingenieria quimica
En la primera evaluación los ayudantes estuvieron muy estrictos en temas de dar hints (en comparación con la sala que le tocó dar la prueba con la auxiliar). Para las próximas todo bien.,IQ2212-2 - Otoño 2023,Termodinámica Química,0,Estilo de Enseñanza y Dinámica de Clases,4,2,IQ2212, Otoño 2023,Departamento de ingenieria quimica
A veces le costaba un poco entenderle,FI2003-1 - Otoño 2023,Métodos Experimentales,0,Estilo de Enseñanza y Dinámica de Clases,3,1,FI2003, Otoño 2023,Departamento de fisica
Xd,IQ2211-5 - Otoño 2023,Química,1,Otros,3,5,IQ2211, Otoño 2023,Departamento de ingenieria quimica
Habla fuerte,FI1000-3 - Otoño 2023,Introducción a la Física Clásica,1,Otros,1,3,FI1000, Otoño 2023,Departamento de fisica
"Desde mi perspectiva, el profesor Juan es excelente, ha sido una experiencia muy grata estar en sus cátedras y en la clases auxiliares, es un profesor muy comprometido con la materia, a tal punto que es capaz de repetir conceptos de forma reiterada y de distintas formas para que los estudiantes aprendan. También, es un profesor que explica de forma eficiente los conceptos del curso, lo que se complementa con su personalidad, quien se presenta muy animado y con muchas energías para enseñar a todos sus estudiantes. Además, cabe destacar que es un profesor que enfoca su metodología en el cuestionamiento de los contenidos, de tal forma que los estudiantes sean capaces de razonar, evaluar, criticar, y concluir de forma independiente, lo que permite a los estudiantes obtener nuevas habilidades y fomentar su autonomía en cuánto a la resolución de problemas. Asimismo, se debe mencionar que durante las sesiones de RP, el profesor incentiva el trabajo en equipo, y el razonamiento grupal o en pareja, para resolver distintos tipos de problemas con niveles de dificultad variables, los cuales buscan que los estudiantes se adapten a múltiples contextos.",MA1101-4 - Otoño 2023,Introducción al Álgebra,1,Experiencia y Organización del Curso,1,4,MA1101, Otoño 2023,Departamento de ingenieria matematica
"Explica bien, se aprende en sus clases",FI2003-4 - Otoño 2023,Métodos Experimentales,1,Calidad de la Enseñanza,3,4,FI2003, Otoño 2023,Departamento de fisica
"El unico porblema que a veces ocurria era que iba un poco rapido o resolvia partes de ejercicios muy rapido, pero siempre lo explicaba denuevo en caso de que alguien no entendiera y por lo tanto no era un problema mayor, muy buena profesora !!!!!",FI1000-3 - Otoño 2023,Introducción a la Física Clásica,0,Estilo de Enseñanza y Dinámica de Clases,1,3,FI1000, Otoño 2023,Departamento de fisica
Son unos máquinas,CC1000-11 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,1,Otros,1,11,CC1000, Otoño 2023,Departamento ciencias de la computación
"Tremendo crack, siga asi maestro",CC1000-19 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,1,Reconocimiento a Profesores y Auxiliares,1,19,CC1000, Otoño 2023,Departamento ciencias de la computación
"La profesora estuvo muy motivada durante todo el semestre, dando buenos ejemplos y problemas claros a resolver.",IN2201-2 - Otoño 2023,Economía,1,Calidad de la Enseñanza,4,2,IN2201, Otoño 2023,Departamento de ingenieria industrial
"Se que es por cuestiones de tiempo, pero sería ideal que pase toda la materia en cátedra y que no sea necesario ver el eol para continuar con la materia que no se alcanza a ver en el tiempo de clase.",MA1101-4 - Otoño 2023,Introducción al Álgebra,0,Estilo de Enseñanza y Dinámica de Clases,1,4,MA1101, Otoño 2023,Departamento de ingenieria matematica
Sus ejercicios ayudan bastante en lo que se refiere a notas,FI2002-1 - Otoño 2023,Electromagnetismo,1,Calidad de la Enseñanza,4,1,FI2002, Otoño 2023,Departamento de fisica
Hacer las clases mas didácticas.,MA1001-5 - Otoño 2023,Introducción al Cálculo,0,Experiencia Educativa,1,5,MA1001, Otoño 2023,Departamento de ingenieria matematica
Podría mandar ejercicios semanales para mejorar nuestro aprendizaje,MA1102-1 - Otoño 2023,Álgebra Lineal,0,Calidad de la Enseñanza,2,1,MA1102, Otoño 2023,Departamento de ingenieria matematica
Aux colipi no es mal auxiliar pero a veces su personalidad jugaba un mal rol a la hora de las clases,FI2001-3 - Otoño 2023,Mecánica,0,Estilo de Enseñanza y Dinámica de Clases,3,3,FI2001, Otoño 2023,Departamento de fisica
Simpático,MA1101-7 - Otoño 2023,Introducción al Álgebra,1,Otros,1,7,MA1101, Otoño 2023,Departamento de ingenieria matematica
"Con respecto al docente nada, pero si con respeto al ramo, deberían permitir llevar más que un resumen de una plana a un control.",BT1211-4 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Experiencia Educativa,1,4,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
"Realmente considero a este como el mejor curso que me pudo tocar; el ambiente fue muy positivo y grato, las enseñanzas fueron efectivas y sólo me quedan palabras de gratitud para el equipo docente (:",CC1000-6 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,1,Experiencia y Organización del Curso,1,6,CC1000, Otoño 2023,Departamento ciencias de la computación
"Solo a mejorar que en las cátedras al explicar materia básica se va por las ramas a cálculos mucho mas difíciles que a veces ""aburren"" a algunos estudiantes ya que piensan que realmente no están entendiendo nada, simplemente es ese desvió (lo cual a su vez es muy bueno ya que se nota que conoce la materia, pero necesita poder manejarlo y saber como entusiasmar al alumno de darle la atención a las formulas extrañas)",FI1000-9 - Otoño 2023,Introducción a la Física Clásica,0,Estilo de Enseñanza y Dinámica de Clases,1,9,FI1000, Otoño 2023,Departamento de fisica
Muy buena profe,BT1211-10 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,1,Experiencia Educativa,1,10,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
"Desconozco qué falla, pero hay un problema con la distribución de tiempo que see asigna al curso asociado a los informes",FI2003-4 - Otoño 2023,Métodos Experimentales,0,Experiencia y Organización del Curso,3,4,FI2003, Otoño 2023,Departamento de fisica
"Muy buena disposición para explicar tanto de parte de Gonzalo como del Profesor, muy buenos explicando y se notaban las ganas de que como estudiantes aprendieramos.",MA2601-1 - Otoño 2023,Ecuaciones Diferenciales Ordinarias,1,Experiencia Educativa,3,1,MA2601, Otoño 2023,Departamento de ingenieria matematica
"Me encantaron las clases tanto auxiliares como las de catedra, el unico problema fue que no pude venir muchas veces porque tenia choques de horario con ciertas cosas",MA2001-2 - Otoño 2023,Cálculo en Varias Variables,1,Estilo de Enseñanza y Dinámica de Clases,3,2,MA2001, Otoño 2023,Departamento de ingenieria matematica
Profesor interesante y apasionado con las matemáticas.,MA1001-8 - Otoño 2023,Introducción al Cálculo,1,Experiencia y Organización del Curso,1,8,MA1001, Otoño 2023,Departamento de ingenieria matematica
"Muy buen profe, siempre llegaba con ejemplos a la clase, y se daba el tiempo de explicar, siempre quiso que nos fuera bien, y así fue. Un grande Walter-Max",FI1000-4 - Otoño 2023,Introducción a la Física Clásica,1,Atención y Disposición Docente,1,4,FI1000, Otoño 2023,Departamento de fisica
"A pesar de nuestro descontento, Francisca Luco se mantuvo en el cuerpo docente, a cargo de hacer las revisiones lo que nos perjudicó, pues todos pensamos que lo usó como instancia para desquitarse.



Francisca Luco es absolutamente la peor integrante posible en cualquier equipo docente, ojalá no la dejaran volver. No tengo ninguna duda de que su motivación al integrarse al equipo fue la de alimentar su complejo de Dios y deleitarse al humillarnos. No tengo absolutamente nada bueno que decir de ella y de ser necesario me haré creyente de nuevo y oraré para no volver a verla en mi vida. Si vuelvo a verla en el equipo docente de algún ramo que esté cursando, me cambio de sección o elimino el ramo con tal de no lidiar con su basura de nuevo.",IQ2211-3 - Otoño 2023,Química,0,Experiencia y Organización del Curso,3,3,IQ2211, Otoño 2023,Departamento de ingenieria quimica
"Es muy estructurado, ordenado y organizado con sus clases, tiene una tremenda disposición para responder dudas, ejemplos muy claros y clases didácticas.",MA2601-1 - Otoño 2023,Ecuaciones Diferenciales Ordinarias,1,Calidad de la Enseñanza,3,1,MA2601, Otoño 2023,Departamento de ingenieria matematica
.,FI1100-2 - Otoño 2023,Introducción a la Física Moderna,0,Otros,2,2,FI1100, Otoño 2023,Departamento de fisica
Nada,IQ2211-5 - Otoño 2023,Química,1,Otros,3,5,IQ2211, Otoño 2023,Departamento de ingenieria quimica
